warehouse number,warehouse_id,warehouse_address,cargo_arrival,shipment_errors,customer_rating,total_capacity,remaining_capacity,store_id,sku
396,371252,,Road,4,4,"6,200,000","6,200,000",810055,221522
397,508516,,Road,3,4,"5,000,000","5,000,000",604687,962481
398,416673,,Road,2,1,"4,000,000","4,000,000",879045,591296
399,980743,,Road,4,3,"1,200,000","1,200,000",803460,774228
400,334046,,Road,3,1,"5,800,000","5,800,000",821885,888887
401,235992,,Road,4,3,"7,200,000","7,200,000",904398,858679
402,774139,,Road,3,2,"3,600,000","3,600,000",917441,498252
403,917760,,Road,3,2,"9,600,000","9,600,000",681759,462988
404,232200,,Road,4,2,"9,500,000","9,500,000",724913,821927
405,480555,,Road,5,3,"1,200,000","1,200,000",914550,380274
406,875538,,Road,2,2,"5,800,000","5,800,000",483866,605192
407,759099,,Flight,4,1,"4,200,000","4,200,000",174373,881181
408,539715,,Flight,4,5,"3,200,000","3,200,000",999947,250547
409,365849,,Flight,3,2,"1,000,000","1,000,000",100360,177442
410,451872,,Flight,2,5,"6,200,000","6,200,000",193705,186506
411,190009,,Flight,3,2,"2,900,000","2,900,000",579247,332921
412,715024,,Flight,3,4,"6,300,000","6,300,000",819651,218184
413,517309,,Flight,4,3,"8,800,000","8,800,000",883113,628681
414,294114,,Flight,4,1,"5,500,000","5,500,000",233843,129651
415,804614,,Flight,2,1,"4,100,000","4,100,000",510851,454242
416,269269,,Flight,3,2,"6,000,000","6,000,000",246579,889002
417,671634,,Flight,4,3,"4,300,000","4,300,000",574753,666710
418,157620,,Flight,5,5,"5,800,000","5,800,000",402004,897991
419,354914,,Flight,5,2,"9,700,000","9,700,000",325914,567741
420,904701,,Flight,4,2,"7,500,000","7,500,000",282363,878086
421,792599,,Flight,3,1,"2,500,000","2,500,000",957299,949603
422,704003,,Flight,4,2,"7,400,000","7,400,000",379351,850393
423,617565,,Flight,3,2,"2,700,000","2,700,000",275863,987203
424,363713,,Flight,4,4,"2,400,000","2,400,000",672899,840917
425,290953,,Flight,4,1,"6,600,000","6,600,000",316381,865469
426,386003,,Flight,4,3,"8,200,000","8,200,000",641176,944020
427,950549,,Flight,3,4,"8,900,000","8,900,000",391242,687020
428,140305,,Flight,5,4,"2,000,000","2,000,000",473672,207133
429,931306,,Ship,2,2,"7,900,000","7,900,000",129435,511376
430,682252,,Ship,5,1,"4,000,000","4,000,000",184617,566422
431,653015,,Ship,5,5,"5,300,000","5,300,000",626167,791735
432,123247,,Ship,4,2,"6,300,000","6,300,000",587985,662863
433,953995,,Ship,6,4,"4,400,000","4,400,000",658672,115997
434,412486,,Ship,4,2,"3,900,000","3,900,000",387934,131629
435,446737,,Ship,4,1,"9,900,000","9,900,000",235639,678186
436,218487,,Ship,3,1,"7,500,000","7,500,000",799518,922034
437,143463,,Ship,5,4,"3,200,000","3,200,000",750488,425930
438,839952,,Ship,5,2,"8,400,000","8,400,000",573045,864382
439,563608,,Ship,3,5,"9,400,000","9,400,000",802864,552960
440,371778,,Ship,3,3,"4,700,000","4,700,000",795912,748963
441,857413,,Ship,3,5,"6,800,000","6,800,000",832979,247514
442,486499,,Ship,5,3,"6,600,000","6,600,000",307093,830004
443,412105,,Ship,4,3,"2,200,000","2,200,000",733491,816475
444,854198,,Ship,4,4,"5,000,000","5,000,000",169614,623613
445,974877,,Ship,3,3,"4,300,000","4,300,000",150495,246676
446,788236,,Ship,4,4,"3,200,000","3,200,000",267878,879307
447,333937,,Ship,4,4,"6,000,000","6,000,000",637737,649765
448,576944,,Ship,3,4,"3,200,000","3,200,000",719536,734783
449,360813,,Ship,3,1,"4,800,000","4,800,000",131811,357808
450,514432,,Ship,4,3,"4,600,000","4,600,000",876738,889463
451,924391,,Ship,4,4,"4,900,000","4,900,000",948796,382492
452,789133,,Ship,2,3,"3,500,000","3,500,000",494183,519036
453,463410,,Ship,3,2,"4,000,000","4,000,000",675652,316570
454,152577,,Ship,4,1,"9,300,000","9,300,000",199005,758453
455,707136,,Ship,4,5,"3,700,000","3,700,000",302952,479418
456,872070,,Ship,4,1,"8,700,000","8,700,000",566736,560686
457,206267,,Ship,3,3,"6,300,000","6,300,000",735902,435890
458,950905,,Ship,3,4,"4,600,000","4,600,000",281653,821234
459,482078,,Ship,3,2,"6,000,000","6,000,000",461485,951784
460,517968,,Ship,5,2,"4,900,000","4,900,000",322606,757857
461,970664,,Ship,4,1,"2,300,000","2,300,000",427871,515825
462,266201,,Ship,3,4,"7,400,000","7,400,000",110621,684550
463,443628,,Ship,3,4,"4,500,000","4,500,000",392326,734781
464,772200,,Ship,4,2,"2,600,000","2,600,000",686132,312809
465,765437,,Ship,5,2,"9,500,000","9,500,000",736050,907585
466,657448,,Ship,3,2,"9,900,000","9,900,000",441817,819301
467,422303,,Ship,3,5,"6,100,000","6,100,000",271788,289217
468,180609,,Ship,4,4,"2,700,000","2,700,000",221241,488188
469,996381,,Ship,3,5,"4,000,000","4,000,000",390270,476443
470,943454,,Ship,3,5,"8,300,000","8,300,000",194793,678833
471,170898,,Ship,4,1,"7,000,000","7,000,000",819614,210374
472,631019,,Ship,4,3,"9,100,000","9,100,000",260624,903828
473,354992,,Ship,2,2,"6,700,000","6,700,000",553098,323194
474,231609,,Ship,3,1,"5,600,000","5,600,000",269237,946760
475,977597,,Ship,4,3,"8,300,000","8,300,000",296731,180198
476,350438,,Ship,4,5,"9,300,000","9,300,000",811814,671319
477,764446,,Ship,4,2,"3,000,000","3,000,000",833070,392211
478,666975,,Ship,3,4,"1,700,000","1,700,000",478938,324886
479,803301,,Ship,3,4,"8,900,000","8,900,000",858272,629626
480,399336,,Ship,3,5,"1,900,000","1,900,000",309798,324527
481,100666,,Ship,5,4,"3,100,000","3,100,000",833418,158084
482,845956,,Ship,4,5,"2,300,000","2,300,000",457041,358722
483,948423,,Ship,3,3,"9,300,000","9,300,000",379903,375572
484,484559,,Ship,3,2,"7,400,000","7,400,000",920307,843307
485,858950,,Ship,4,3,"2,200,000","2,200,000",864163,401959
486,355620,,Ship,5,5,"9,100,000","9,100,000",651930,735047
487,770875,,Ship,3,1,"4,900,000","4,900,000",554713,745793
488,612985,,Ship,4,1,"4,800,000","4,800,000",136570,962617
489,104502,,Ship,7,5,"6,300,000","6,300,000",764261,939371
490,293672,,Ship,3,3,"3,900,000","3,900,000",563496,792152
491,296748,,Ship,2,1,"5,000,000","5,000,000",827267,961863
492,983583,,Ship,5,4,"4,200,000","4,200,000",750013,634475
493,100941,,Ship,3,4,"2,100,000","2,100,000",126183,726682
494,327818,,Ship,5,4,"3,500,000","3,500,000",965088,797641
495,608637,,Ship,5,1,"1,800,000","1,800,000",890430,372964
496,796027,,Ship,3,1,"6,600,000","6,600,000",308473,598758
497,745072,,Ship,4,2,"1,100,000","1,100,000",637812,738156
498,639993,,Ship,4,4,"5,800,000","5,800,000",320406,685702
499,201826,,Ship,5,5,"1,800,000","1,800,000",128398,794672
500,178638,,Ship,5,1,"2,000,000","2,000,000",118850,583419
501,745805,,Ship,3,4,"8,200,000","8,200,000",890518,482406
502,689819,,Ship,3,2,"3,900,000","3,900,000",617647,830240
503,330392,,Ship,3,4,"6,900,000","6,900,000",637111,543455
504,690835,,Ship,3,2,"7,100,000","7,100,000",535425,444398
505,707803,,Ship,5,3,"5,800,000","5,800,000",302352,836166
506,557593,,Ship,3,1,"9,500,000","9,500,000",309821,957641
507,375147,,Ship,4,4,"5,500,000","5,500,000",611795,815776
508,252224,,Ship,5,3,"6,100,000","6,100,000",829918,191252
509,544435,,Ship,4,5,"6,200,000","6,200,000",382867,220319
510,243808,,Ship,5,2,"2,800,000","2,800,000",871240,431712
511,626907,,Ship,3,2,"2,700,000","2,700,000",342220,557789
512,187257,,Ship,5,2,"7,800,000","7,800,000",729030,923361
513,534899,,Ship,5,4,"5,200,000","5,200,000",486203,120624
514,987848,,Ship,5,3,"8,700,000","8,700,000",955591,547741
515,695743,,Ship,4,2,"6,400,000","6,400,000",963816,466688
516,905789,,Ship,3,2,"3,500,000","3,500,000",724098,810049
517,499244,,Ship,3,5,"1,900,000","1,900,000",282193,704018
518,122040,,Ship,5,5,"2,000,000","2,000,000",734764,728354
519,272476,,Ship,4,5,"2,800,000","2,800,000",171400,876538
520,211017,,Ship,3,1,"8,500,000","8,500,000",312061,444294
521,805001,,Ship,3,1,"8,200,000","8,200,000",478571,501032
522,667773,,Road,4,5,"3,400,000","3,400,000",869188,814858
523,844080,,Road,6,5,"8,200,000","8,200,000",897790,684194
524,296099,,Road,3,1,"2,000,000","2,000,000",900134,519371
525,175676,,Road,5,2,"5,900,000","5,900,000",319836,798506
526,125837,,Road,3,3,"9,300,000","9,300,000",948446,486303
527,371000,,Road,5,1,"4,700,000","4,700,000",993133,234414
528,844399,,Road,4,5,"1,600,000","1,600,000",224567,694061
529,293459,,Road,5,5,"2,500,000","2,500,000",841594,806987
530,584096,,Road,6,1,"4,800,000","4,800,000",698808,885015
531,199669,,Road,3,2,"1,900,000","1,900,000",794676,117819
532,197761,,Road,2,4,"6,400,000","6,400,000",287425,276853
533,384726,,Road,4,3,"9,900,000","9,900,000",148070,644105
534,791541,,Road,3,1,"2,200,000","2,200,000",904537,393393
535,164582,,Road,3,2,"5,200,000","5,200,000",614823,847889
536,543192,,Road,4,4,"3,500,000","3,500,000",295851,781638
537,682630,,Road,2,3,"9,200,000","9,200,000",954554,965265
538,311208,,Road,4,4,"5,600,000","5,600,000",311363,486707
539,363485,,Road,3,3,"1,700,000","1,700,000",468772,814871
540,916443,,Road,4,4,"2,500,000","2,500,000",813253,684518
541,836716,,Road,3,3,"4,600,000","4,600,000",923742,711803
542,380152,,Road,4,3,"3,600,000","3,600,000",991494,177124
543,867657,,Road,4,5,"3,700,000","3,700,000",192210,908627
544,258792,,Flight,3,3,"5,500,000","5,500,000",444197,360700
545,151476,,Flight,4,2,"9,700,000","9,700,000",802520,490366
546,830183,,Flight,3,1,"3,800,000","3,800,000",107722,908545
547,928575,,Flight,5,5,"8,900,000","8,900,000",456758,296188
548,325144,,Flight,5,4,"1,000,000","1,000,000",435556,290959
549,335431,,Flight,2,4,"6,400,000","6,400,000",486925,237001
550,772350,,Flight,3,4,"1,000,000","1,000,000",832040,940804
551,908867,,Flight,5,3,"8,100,000","8,100,000",475559,502474
552,400751,,Flight,3,5,"6,600,000","6,600,000",317057,267151
553,281229,,Flight,3,4,"7,700,000","7,700,000",597500,348203
554,975924,,Flight,2,3,"8,500,000","8,500,000",574801,295116
555,112355,,Flight,5,4,"8,600,000","8,600,000",130664,267030
556,949446,,Flight,5,4,"5,400,000","5,400,000",843078,704306
557,123803,,Flight,3,3,"3,900,000","3,900,000",604208,649396
558,640368,,Flight,2,3,"5,000,000","5,000,000",205610,810773
559,237102,,Flight,4,2,"4,000,000","4,000,000",122205,500773
560,649049,,Flight,5,2,"2,800,000","2,800,000",695922,773133
561,393922,,Flight,3,1,"7,000,000","7,000,000",667632,351378
562,961128,,Flight,2,5,"2,100,000","2,100,000",668427,593122
563,589411,,Flight,3,2,"5,300,000","5,300,000",526917,150173
564,353242,,Flight,3,3,"7,700,000","7,700,000",419028,626029
565,783260,,Flight,3,3,"6,400,000","6,400,000",666031,485941
566,755888,,Ship,4,3,"9,800,000","9,800,000",354361,791451
567,247693,,Ship,3,1,"1,600,000","1,600,000",556516,961624
568,231536,,Ship,5,2,"8,900,000","8,900,000",594095,799917
569,274998,,Ship,3,3,"4,500,000","4,500,000",364388,579277
570,399956,,Ship,4,5,"1,100,000","1,100,000",373583,955663
571,465894,,Ship,2,2,"9,000,000","9,000,000",505460,821732
572,496970,,Ship,4,1,"4,200,000","4,200,000",834800,963808
573,586979,,Ship,3,4,"8,100,000","8,100,000",623144,608491
574,570237,,Ship,4,3,"2,200,000","2,200,000",521932,289845
575,491315,,Ship,4,2,"9,200,000","9,200,000",887452,546952
576,447722,,Ship,4,2,"3,700,000","3,700,000",878913,209879
577,480143,,Ship,4,1,"2,200,000","2,200,000",877936,779319
578,601075,,Ship,3,2,"3,100,000","3,100,000",201058,495750
579,432764,,Ship,3,2,"5,000,000","5,000,000",815191,572923
580,554790,,Ship,2,5,"8,900,000","8,900,000",667504,785099
581,961467,,Ship,3,3,"5,900,000","5,900,000",826719,576919
582,455879,,Ship,4,2,"8,400,000","8,400,000",607208,671250
583,737243,,Ship,2,5,"6,000,000","6,000,000",367967,712965
584,384218,,Ship,5,5,"1,400,000","1,400,000",613460,450082
585,937955,,Ship,3,3,"2,300,000","2,300,000",931475,711326
586,309275,,Ship,3,3,"2,400,000","2,400,000",114627,446395
587,545012,,Ship,3,2,"7,400,000","7,400,000",535772,660340
588,286514,,Ship,3,5,"9,300,000","9,300,000",150732,392398
589,518241,,Ship,3,1,"7,400,000","7,400,000",823385,971793
590,443191,,Ship,3,2,"1,900,000","1,900,000",927761,732013
591,775188,,Ship,4,1,"8,300,000","8,300,000",795089,626132
592,847657,,Ship,3,3,"5,600,000","5,600,000",482497,395134
593,953303,,Ship,3,2,"9,500,000","9,500,000",976919,407835
594,332999,,Ship,3,2,"8,600,000","8,600,000",184136,209706
595,467551,,Ship,5,3,"7,100,000","7,100,000",208922,818242
596,979016,,Ship,3,1,"8,700,000","8,700,000",117533,721554
597,231373,,Ship,4,3,"7,300,000","7,300,000",512491,231464
598,229828,,Ship,3,4,"1,900,000","1,900,000",584030,209630
599,878664,,Ship,4,5,"7,700,000","7,700,000",821664,376581
600,554164,,Ship,4,1,"9,600,000","9,600,000",272874,234289
601,455852,,Ship,6,3,"2,700,000","2,700,000",916632,108981
602,417953,,Ship,3,4,"4,000,000","4,000,000",499569,456539
603,368523,,Ship,4,3,"3,400,000","3,400,000",619011,974527
604,492331,,Ship,3,1,"4,800,000","4,800,000",364427,653872
605,858872,,Ship,4,3,"2,100,000","2,100,000",750175,694776
606,686553,,Ship,4,4,"7,900,000","7,900,000",191427,205365
607,360702,,Ship,4,5,"6,200,000","6,200,000",579043,866770
608,495577,,Ship,3,1,"3,100,000","3,100,000",856264,969032
609,238967,,Ship,4,4,"5,800,000","5,800,000",387008,990300
610,385521,,Ship,4,4,"8,300,000","8,300,000",867911,232287
611,617864,,Ship,3,4,"3,100,000","3,100,000",299170,121585
612,239977,,Ship,4,2,"9,900,000","9,900,000",147553,407689
613,849948,,Ship,4,3,"3,700,000","3,700,000",964461,463437
614,289124,,Ship,4,5,"6,100,000","6,100,000",860100,918618
615,842344,,Ship,5,4,"2,900,000","2,900,000",648229,211172
616,136771,,Ship,4,1,"3,000,000","3,000,000",821737,521839
617,585522,,Ship,5,5,"1,400,000","1,400,000",334517,108697
618,697620,,Ship,5,3,"4,600,000","4,600,000",316348,627152
619,776375,,Ship,4,1,"2,200,000","2,200,000",628718,933801
620,734418,,Ship,3,5,"8,200,000","8,200,000",920049,447049
621,524359,,Ship,2,5,"4,000,000","4,000,000",455197,168452
622,470137,,Ship,4,1,"6,500,000","6,500,000",784489,202409
623,452087,,Ship,3,4,"3,700,000","3,700,000",216013,824028
624,839063,,Ship,4,1,"6,100,000","6,100,000",670364,381839
625,536835,,Ship,4,3,"8,000,000","8,000,000",252798,999258
626,861487,,Ship,3,2,"2,100,000","2,100,000",315751,405217
627,142733,,Ship,5,2,"1,000,000","1,000,000",161831,869583
628,474474,,Ship,4,2,"1,800,000","1,800,000",424887,295399
629,618344,,Ship,6,1,"3,100,000","3,100,000",394453,460306
630,793892,,Ship,4,5,"6,000,000","6,000,000",174954,535264
631,270901,,Ship,3,1,"9,600,000","9,600,000",349589,262832
632,444921,,Ship,3,2,"4,800,000","4,800,000",569328,665483
633,315624,,Ship,4,3,"2,700,000","2,700,000",877882,240676
634,676704,,Ship,2,3,"6,000,000","6,000,000",254914,592423
635,148466,,Ship,3,1,"2,100,000","2,100,000",628161,990209
636,885510,,Ship,5,3,"5,400,000","5,400,000",639267,916171
637,849086,,Ship,3,4,"3,600,000","3,600,000",240493,753040
638,914277,,Ship,3,3,"8,100,000","8,100,000",627858,285280
639,663625,,Ship,6,2,"8,500,000","8,500,000",742272,417596
640,604281,,Ship,3,4,"3,200,000","3,200,000",341730,949203
641,716818,,Ship,4,4,"4,200,000","4,200,000",266774,693747
642,826953,,Ship,3,2,"4,500,000","4,500,000",755955,503792
643,115494,,Ship,4,1,"6,100,000","6,100,000",227327,534710
644,748243,,Ship,4,3,"2,700,000","2,700,000",799982,326932
645,375293,,Ship,6,4,"3,300,000","3,300,000",374494,178004
646,517305,,Ship,4,2,"4,900,000","4,900,000",812223,210048
647,603582,,Ship,4,2,"6,800,000","6,800,000",226457,988562
648,964727,,Ship,5,2,"5,900,000","5,900,000",731154,710467
649,158793,,Ship,4,3,"3,600,000","3,600,000",580301,365690
650,879837,,Ship,5,4,"8,500,000","8,500,000",525270,369340
651,887179,,Ship,3,4,"6,600,000","6,600,000",393150,718613
652,497111,,Ship,3,2,"8,400,000","8,400,000",306597,805875
653,183498,,Ship,5,2,"6,700,000","6,700,000",637633,627188
654,760777,,Ship,3,1,"9,300,000","9,300,000",603173,684146
655,172221,,Ship,4,5,"3,600,000","3,600,000",623378,804782
656,454588,,Ship,2,3,"9,900,000","9,900,000",471041,647260
657,617698,,Ship,3,1,"3,700,000","3,700,000",771439,471297
658,250335,,Ship,3,1,"9,500,000","9,500,000",986176,574561
659,288361,,Road,4,4,"7,200,000","7,200,000",349972,748315
660,251256,,Road,5,3,"6,500,000","6,500,000",355376,764734
661,599924,,Road,5,1,"9,400,000","9,400,000",232581,663729
662,267727,,Road,5,3,"8,800,000","8,800,000",614828,561536
663,202489,,Road,4,4,"4,200,000","4,200,000",800134,596951
664,780449,,Road,3,2,"1,400,000","1,400,000",151046,269169
665,396225,,Road,4,5,"9,200,000","9,200,000",136078,886815
666,538358,,Road,3,3,"2,400,000","2,400,000",462255,830880
667,400303,,Road,5,2,"4,600,000","4,600,000",411134,293787
668,824674,,Road,3,1,"4,000,000","4,000,000",176492,915131
669,799248,,Road,5,1,"6,500,000","6,500,000",779970,991045
670,132990,,Road,3,2,"2,900,000","2,900,000",992065,693600
671,658281,,Road,4,3,"3,700,000","3,700,000",760637,250552
672,911510,,Road,3,3,"7,400,000","7,400,000",357943,687022
673,333766,,Road,5,4,"2,300,000","2,300,000",432279,489232
674,107993,,Road,3,2,"8,200,000","8,200,000",344102,626218
675,951031,,Road,4,5,"3,300,000","3,300,000",702324,276680
676,780830,,Road,4,4,"1,300,000","1,300,000",589631,654529
677,922287,,Road,4,5,"4,100,000","4,100,000",998810,726293
678,891670,,Road,6,4,"7,500,000","7,500,000",630737,867086
679,512460,,Road,3,3,"5,000,000","5,000,000",724509,486561
680,500379,,Road,3,1,"5,300,000","5,300,000",679618,633969
681,817372,,Flight,4,3,"9,800,000","9,800,000",910292,454591
682,418239,,Flight,3,4,"4,100,000","4,100,000",778144,307798
683,978011,,Flight,4,4,"1,400,000","1,400,000",793816,435117
684,356922,,Flight,4,5,"4,200,000","4,200,000",460809,791900
685,133423,,Flight,5,5,"5,000,000","5,000,000",957726,635400
686,201704,,Flight,4,2,"3,400,000","3,400,000",968615,671373
687,275766,,Flight,4,2,"4,500,000","4,500,000",149335,418214
688,665664,,Flight,4,5,"1,200,000","1,200,000",173333,151615
689,371017,,Flight,5,2,"5,400,000","5,400,000",271138,939133
690,469336,,Flight,3,5,"7,800,000","7,800,000",703505,481114
691,997850,,Flight,5,4,"2,700,000","2,700,000",425194,846712
692,563299,,Flight,5,5,"7,900,000","7,900,000",191096,873150
693,266325,,Flight,4,1,"1,400,000","1,400,000",600292,708314
694,137793,,Flight,3,3,"4,400,000","4,400,000",914162,642326
695,659346,,Flight,4,4,"9,700,000","9,700,000",922736,481526
696,495965,,Flight,4,1,"7,200,000","7,200,000",975300,409600
697,996569,,Flight,5,1,"1,400,000","1,400,000",290307,901824
698,199313,,Flight,3,5,"4,900,000","4,900,000",408296,389589
699,527445,,Flight,4,3,"2,000,000","2,000,000",182257,865414
700,106645,,Flight,6,5,"8,500,000","8,500,000",783621,632066
701,187753,,Flight,6,1,"4,600,000","4,600,000",598578,465696
702,158691,,Flight,4,2,"4,400,000","4,400,000",692749,574004
703,331713,,Ship,3,4,"4,800,000","4,800,000",896976,415097
704,447896,,Ship,4,2,"5,100,000","5,100,000",889700,656103
705,775091,,Ship,5,1,"6,500,000","6,500,000",510122,591335
706,283934,,Ship,2,4,"9,600,000","9,600,000",493825,528776
707,123721,,Ship,3,5,"9,000,000","9,000,000",888881,120842
708,770682,,Ship,3,3,"4,200,000","4,200,000",241026,857339
709,374192,,Ship,4,1,"6,500,000","6,500,000",186477,123146
710,251962,,Ship,7,1,"5,100,000","5,100,000",746569,766982
711,519125,,Ship,3,4,"4,700,000","4,700,000",464104,510959
712,353662,,Ship,3,1,"2,100,000","2,100,000",882503,177988
713,247573,,Ship,4,2,"4,900,000","4,900,000",442036,161766
714,482522,,Ship,3,3,"6,200,000","6,200,000",870666,317960
715,383352,,Ship,4,3,"1,100,000","1,100,000",724855,167406
716,968646,,Ship,4,1,"8,200,000","8,200,000",711148,702254
717,197422,,Ship,5,3,"1,100,000","1,100,000",174459,505802
718,409380,,Ship,4,1,"2,800,000","2,800,000",237366,103352
719,238010,,Ship,4,5,"1,600,000","1,600,000",826979,110679
720,148647,,Ship,4,3,"6,300,000","6,300,000",560619,541956
721,406639,,Ship,5,3,"9,800,000","9,800,000",929090,148176
